codice,tipo,nome,istituto,comune,provincia,indirizzo,telefono,email,email_utilizzabile,sito,alunni,distanza_km,minuti_auto
SA1A18100B,infanzia paritaria,Il Nido dei Puffi,,Scafati,SA,"Via M. Nappi 73, 84018 Scafati (SA)",334 714 5035,cirilloalessio76@gmail.com,no: indirizzo personale,http://www.ilnidodeipuffi.com,39,5.3,11
SA1A18500P,infanzia paritaria,L'Albero della Vita,,Scafati,SA,"Via Corso Nazionale 171, 84018 Scafati (SA)",081 8507692,pinad1970@libero.it,no: indirizzo personale,,66,5.3,11
SA1ABL500B,infanzia paritaria,L'Albero della Vita,,Scafati,SA,"Via A. Ferrara 3, 84018 Scafati (SA)",081 8507692,alberodellavita2000@alice.it,sì,,20,5.3,11
SA1A18600E,infanzia paritaria,La Fabbrica dei Sogni,,Scafati,SA,"Via Aquino, 84018 Scafati (SA)",081 8591748,domenico.cristiano3@gmail.com,no: indirizzo personale,,28,5.3,11
SA1A182007,infanzia paritaria,Piccolo Mondo,,Scafati,SA,"Via Pasquale Vitiello 77, 84018 Scafati (SA)",327 283 9389,istituto.piccolomondo@gmail.com,sì,,32,5.3,11
SA1A10100E,infanzia paritaria,San Francesco d'Assisi,,Scafati,SA,"Via lo Porto 82, 84018 Scafati (SA)",349 082 7213,sanfrancesco.alca@libero.it,sì,,49,5.3,11
SAAA899016,infanzia statale,Capoluogo,IC San Valentino Torio,San Valentino Torio,SA,"Via Annunziata, 84010 San Valentino Torio (SA)",081 957700,saic899009@istruzione.it,sì,http://icsanvalentinotorio.edu.it,75,5.6,15
SAAA899027,infanzia statale,Casatori,IC San Valentino Torio,San Valentino Torio,SA,"Via Santa Maria delle Grazie, 84010 San Valentino Torio (SA)",081 939347,saic899009@istruzione.it,sì,http://icsanvalentinotorio.edu.it,34,5.6,15
SAAA899038,infanzia statale,Russolillo,IC San Valentino Torio,San Valentino Torio,SA,"Via Russolillo, 84010 San Valentino Torio (SA)",081 955063,saic899009@istruzione.it,sì,http://icsanvalentinotorio.edu.it,86,5.6,15
SAEE89901B,primaria statale,Capoluogo,IC San Valentino Torio,San Valentino Torio,SA,"Via G. Crispo 2, 84010 San Valentino Torio (SA)",081 955063,saic899009@istruzione.it,sì,https://www.istitutocomprensivosanvalentinotorio.edu.it,532,5.6,15
SAEE89902C,primaria statale,Casatori,IC San Valentino Torio,San Valentino Torio,SA,"Via Santa Maria delle Grazie, 84010 San Valentino Torio (SA)",081 939347,saic899009@istruzione.it,sì,https://www.istitutocomprensivosanvalentinotorio.edu.it,86,5.6,15
SA1AZ3500V,infanzia paritaria,L'Alba Nuova,,San Valentino Torio,SA,"Piazza Giovanni Paolo II 6, 84010 San Valentino Torio (SA)",081 5186041,albanuova_2020@libero.it,sì,,53,5.6,15
SA1AOV500O,infanzia paritaria,Miele,,San Valentino Torio,SA,"Via Cesina Pugliano 6/b, 84010 San Valentino Torio (SA)",081 19259312,info@istitutomiele.it,sì,https://www.istitutomiele.it,45,5.6,15
SA1A14800Q,infanzia paritaria,Miss Baby School,,San Valentino Torio,SA,"Via Zeccagnuolo 15, 84010 San Valentino Torio (SA)",081 939527,missbabysschool@gmail.com,sì,,35,5.6,15
SA1A0E5006,infanzia paritaria,Piccoli Passi,,San Valentino Torio,SA,"Via Sciulia, 84010 San Valentino Torio (SA)",334 818 5961,scuolapiccolipassi@hotmail.com,sì,,51,5.6,15
SA1A090009,infanzia paritaria,Principe di Piemonte,,San Valentino Torio,SA,"Via Sottosanti 37, 84010 San Valentino Torio (SA)",081 955087,scuolaprincipe@libero.it,sì,,44,5.6,15
NAAA22017G,infanzia statale,Fontanelle,2° Circolo Didattico Celentano,Pompei,NA,"Traversa Gesuiti, 80045 Pompei (NA)",081 8505142,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,30,5.9,10
NAAA22018L,infanzia statale,Mariconda,2° Circolo Didattico Celentano,Pompei,NA,"Via Mariconda, 80045 Pompei (NA)",081 8561458,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,56,5.9,10
NAAA220074,infanzia statale,Messigno,2° Circolo Didattico Celentano,Pompei,NA,"Via Messigno Traversa SS. Cuori, 80045 Pompei (NA)",081 8501705,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,55,5.9,10
NAAA22001T,infanzia statale,Treponti,2° Circolo Didattico Celentano,Pompei,NA,"Via Treponti, 80045 Pompei (NA)",081 8630114,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,51,5.9,10
NAAA22002V,infanzia statale,Via Nolana,2° Circolo Didattico Celentano,Pompei,NA,"Via Nolana, 80045 Pompei (NA)",081 8505816,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,95,5.9,10
NAEE220024,primaria statale,Fontanelle,2° Circolo Didattico Celentano,Pompei,NA,"Via Fontanelle Traversa Gesuiti, 80045 Pompei (NA)",081 8505142,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,70,5.9,10
NAEE220046,primaria statale,L. Mele,2° Circolo Didattico Celentano,Pompei,NA,"Via Messigno, 80045 Pompei (NA)",081 0083911,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,163,5.9,10
NAEE220035,primaria statale,Mariconda,2° Circolo Didattico Celentano,Pompei,NA,"Via Mariconda, 80045 Pompei (NA)",081 8561458,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,47,5.9,10
NAEE22009B,primaria statale,Salvo D'Acquisto,2° Circolo Didattico Celentano,Pompei,NA,"Via Nolana, 80045 Pompei (NA)",081 8630681,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,189,5.9,10
NAEE22008A,primaria statale,Treponti,2° Circolo Didattico Celentano,Pompei,NA,"Via Treponti, 80045 Pompei (NA)",081 8630114,naee220002@istruzione.it,sì,https://pompeisecondocircolo.edu.it,128,5.9,10
NAAA8HW01N,infanzia statale,Via Colle San Bartolomeo,IC 1 Capoluogo,Pompei,NA,"Via Colle San Bartolomeo, 80045 Pompei (NA)",081 8506180,naic8hw00r@istruzione.it,sì,,155,5.9,10
NAEE8HW01V,primaria statale,Capoluogo,IC 1 Capoluogo,Pompei,NA,"Via Colle San Bartolomeo 11, 80045 Pompei (NA)",081 8631706,naic8hw00r@istruzione.it,sì,,467,5.9,10
NAAA8B5027,infanzia statale,Capone,IC Amedeo Maiuri,Pompei,NA,"Via Lepanto Traversa Campo Sportivo, 80045 Pompei (NA)",081 19664272,naic8b5009@istruzione.it,sì,https://www.scuolamaiuripompei.edu.it,26,5.9,10
NAAA8B5049,infanzia statale,Enrico Celentano,IC Amedeo Maiuri,Pompei,NA,"Via Astolelle I Traversa, 80045 Pompei (NA)",081 8502602,naic8b5009@istruzione.it,sì,https://www.scuolamaiuripompei.edu.it,25,5.9,10
NAAA8B5038,infanzia statale,Pontenuovo,IC Amedeo Maiuri,Pompei,NA,"Via Statale 145, 80045 Pompei (NA)",081 55361956,naic8b5009@istruzione.it,sì,https://www.scuolamaiuripompei.edu.it,44,5.9,10
NAEE8B503D,primaria statale,Capone,IC Amedeo Maiuri,Pompei,NA,"Via Lepanto Traversa Campo Sportivo, 80045 Pompei (NA)",081 19664272,naic8b5009@istruzione.it,sì,https://www.scuolamaiuripompei.edu.it,83,5.9,10
NAEE8B505G,primaria statale,Enrico Celentano,IC Amedeo Maiuri,Pompei,NA,"Via Sant'Abbondio, 80045 Pompei (NA)",081 8502602,naic8b5009@istruzione.it,sì,https://www.scuolamaiuripompei.edu.it,70,5.9,10
NAEE8B504E,primaria statale,Pontenuovo,IC Amedeo Maiuri,Pompei,NA,"Via Statale 145, 80045 Pompei (NA)",081 5361956,naic8b5009@istruzione.it,sì,https://www.scuolamaiuripompei.edu.it,200,5.9,10
NA1A05900V,infanzia paritaria,Assunta Ponzo,,Pompei,NA,"Via Sacra 39, 80045 Pompei (NA)",081 8577329,uff.scuola.b.longo@tiscali.it,sì,,16,5.9,10
NA1A48500V,infanzia paritaria,Baby House,,Pompei,NA,"Via Casone 14, 80045 Pompei (NA)",081 8567172,smbabyhouse@libero.it,sì,,21,5.9,10
NA1A057007,infanzia paritaria,Bartolo Longo,,Pompei,NA,"Via Sacra 39, 80045 Pompei (NA)",081 8577329,uff.scuola.b.longo@tiscali.it,sì,,17,5.9,10
NA1A04700L,infanzia paritaria,Il Piccolo College,,Pompei,NA,"Via San Giovanni Battista De la Salle 47/49, 80045 Pompei (NA)",081 8504397,angelo2727@libero.it,no: indirizzo personale,,22,5.9,10
NA1AR7500O,infanzia paritaria,International Montessori Institute,,Pompei,NA,"Via Ponte Persica 24/h, 80045 Pompei (NA)",,internationamontessori@cgn.legalmail.it,no: casella PEC,,29,5.9,10
NA1A484003,infanzia paritaria,La Mongolfiera,,Pompei,NA,"Via Sant'Abbondio 69, 80045 Pompei (NA)",081 8562568,lamongolfiera2@gmail.com,sì,,30,5.9,10
NA1A060003,infanzia paritaria,Orfanotrofio Femminile,,Pompei,NA,"Via Sacra 39, 80045 Pompei (NA)",081 8577329,uff.scuola.b.longo@tiscali.it,sì,,17,5.9,10
NA1A540006,infanzia paritaria,San Domenico,,Pompei,NA,"Via Nolana 448, 80045 Pompei (NA)",081 8577329,principia.47@libero.it,sì,,11,5.9,10
NAAA8EJ01P,infanzia statale,Capoluogo,IC 1 Prisco,Boscotrecase,NA,"Via Annunziatella, 80042 Boscotrecase (NA)",081 8581283,naic8ej00t@istruzione.it,sì,https://www.comprensivoboscotrecase.it,170,6.4,10
NAEE8EJ01X,primaria statale,Capoluogo,IC 1 Prisco,Boscotrecase,NA,"Via Annunziatella 1, 80042 Boscotrecase (NA)",081 8581283,naic8ej00t@istruzione.it,sì,https://www.comprensivoboscotrecase.it,317,6.4,10
NA1A9L500Z,infanzia paritaria,Il Sole,,Boscotrecase,NA,"Via Napodano 19, 80042 Boscotrecase (NA)",334 733 9691,ilsole.deibambini@libero.it,sì,,17,6.4,10
NAAA8CG04G,infanzia statale,Margherita,IC D'Aosta,Ottaviano,NA,"Via G. Militare, 80044 Ottaviano (NA)",081 8278509,naic8cg00g@istruzione.it,sì,https://www.icdaosta.edu.it,56,6.8,13
NAAA8CG03E,infanzia statale,Trappitella,IC D'Aosta,Ottaviano,NA,"Via Trappitella, 80044 Ottaviano (NA)",081 8278289,naic8cg00g@istruzione.it,sì,https://www.icdaosta.edu.it,38,6.8,13
NAEE8CG01N,primaria statale,Ex Liceo,IC D'Aosta,Ottaviano,NA,80044 Ottaviano (NA),081 8278046,naic8cg00g@istruzione.it,sì,https://www.icdaosta.edu.it,90,6.8,13
NAEE8CG02P,primaria statale,Trappitella,IC D'Aosta,Ottaviano,NA,"Via Trappitella 43, 80044 Ottaviano (NA)",081 8278289,naic8cg00g@istruzione.it,sì,https://www.icdaosta.edu.it,209,6.8,13
NAAA8CJ02E,infanzia statale,Lucci,IC Mimmo Beneventano,Ottaviano,NA,"Via Lucci, 80044 Ottaviano (NA)",081 8278509,naic8cj00l@istruzione.it,sì,https://www.icmbeneventano.edu.it,138,6.8,13
NAEE8CJ02Q,primaria statale,Lucci,IC Mimmo Beneventano,Ottaviano,NA,"Via Lucci, 80044 Ottaviano (NA)",081 8278509,naic8cj00l@istruzione.it,sì,https://www.icmbeneventano.edu.it,436,6.8,13
NAAA8BF023,infanzia statale,Casa Comunale,IC San Gennarello,Ottaviano,NA,"Via Luigi Carbone 1, 80044 Ottaviano (NA)",081 3385230,naic8bf005@istruzione.it,sì,https://www.icsangennarellodiottaviano.edu.it,43,6.8,13
NAAA8BF012,infanzia statale,Pozini,IC San Gennarello,Ottaviano,NA,"Via Pozini, 80044 Ottaviano (NA)",081 5292186,naic8bf005@istruzione.it,sì,https://www.icsangennarellodiottaviano.edu.it,86,6.8,13
NAAA8BF034,infanzia statale,Zabatta,IC San Gennarello,Ottaviano,NA,"Via Zabatta, 80044 Ottaviano (NA)",081 8278509,naic8bf005@istruzione.it,sì,https://www.icsangennarellodiottaviano.edu.it,23,6.8,13
NAEE8BF028,primaria statale,Cacciabella,IC San Gennarello,Ottaviano,NA,"Via FFSS, 80044 Ottaviano (NA)",081 8278509,naic8bf005@istruzione.it,sì,https://www.icsangennarellodiottaviano.edu.it,100,6.8,13
NAEE8BF017,primaria statale,Piero Angela,IC San Gennarello,Ottaviano,NA,"Via Pappalardo 191, 80044 Ottaviano (NA)",081 8281444,naic8bf005@istruzione.it,sì,https://www.icsangennarellodiottaviano.edu.it,242,6.8,13
NA1A35700T,infanzia paritaria,Asilo del Sorriso,,Ottaviano,NA,"Via R. Causa 2, 80044 Ottaviano (NA)",081 5288286,asilodelsorriso@gmail.com,sì,,72,6.8,13
NA1A362009,infanzia paritaria,Le Favole,,Ottaviano,NA,"Via Vecchia Sarno 36, 80040 Ottaviano (NA)",081 5292482,infanzialefavole@libero.it,sì,,71,6.8,13
NA1A36100D,infanzia paritaria,Mondo Sereno,,Ottaviano,NA,"Via Lavinaio I Tratto 27, 80040 Ottaviano (NA)",081 8271530,mondosereno1975@libero.it,sì,https://scuoladellinfanziamondosereno.it,71,6.8,13
NA1A364001,infanzia paritaria,Pier Giorgio Frassati,,Ottaviano,NA,"Via Sarno 20, 80040 Ottaviano (NA)",081 8273974,sangennarello@istitutosuorevisitazione.it,sì,,15,6.8,13
NA1A355006,infanzia paritaria,San Francesco d'Assisi,,Ottaviano,NA,"Via San Michele 6, 80044 Ottaviano (NA)",081 8278066,scuolamaternafrancescana@virgilio.it,sì,,47,6.8,13
NA1AH8500S,infanzia paritaria,Vivere a Colori Angelica,,Ottaviano,NA,"Via Funari 5, 80044 Ottaviano (NA)",,angelica.marigliano@hotmail.it,sì,,22,6.8,13
NAAA8GK02R,infanzia statale,Ferrovia,IC Cozzolino-D'Avino,San Gennaro Vesuviano,NA,"Via Ferrovia, 80036 San Gennaro Vesuviano (NA)",081 8656294,naic8gk00v@istruzione.it,sì,https://www.iccozzolinodavino.edu.it,71,7.0,14
NAAA8GK03T,infanzia statale,Ragni,IC Cozzolino-D'Avino,San Gennaro Vesuviano,NA,"Via Ragni, 80040 San Gennaro Vesuviano (NA)",081 8656240,naic8gk00v@istruzione.it,sì,https://www.iccozzolinodavino.edu.it,100,7.0,14
NAEE8GK022,primaria statale,Ferrovia,IC Cozzolino-D'Avino,San Gennaro Vesuviano,NA,"Via Ferrovia, 80040 San Gennaro Vesuviano (NA)",081 8656294,naic8gk00v@istruzione.it,sì,https://www.iccozzolinodavino.edu.it,236,7.0,14
NAEE8GK033,primaria statale,Giugliani,IC Cozzolino-D'Avino,San Gennaro Vesuviano,NA,"Via Giugliani, 80040 San Gennaro Vesuviano (NA)",081 8656294,naic8gk00v@istruzione.it,sì,https://www.iccozzolinodavino.edu.it,75,7.0,14
NAEE8GK011,primaria statale,Nappo,IC Cozzolino-D'Avino,San Gennaro Vesuviano,NA,"Via Moccia, 80040 San Gennaro Vesuviano (NA)",081 5287451,naic8gk00v@istruzione.it,sì,https://www.iccozzolinodavino.edu.it,87,7.0,14
NAEE8GK044,primaria statale,Sommese,IC Cozzolino-D'Avino,San Gennaro Vesuviano,NA,"Via Sommese, 80040 San Gennaro Vesuviano (NA)",081 8656294,naic8gk00v@istruzione.it,sì,https://www.iccozzolinodavino.edu.it,62,7.0,14
NA1A492002,infanzia paritaria,Don Bosco,,San Gennaro Vesuviano,NA,"Via Sarno 24, 80040 San Gennaro Vesuviano (NA)",081 5286381,donboscobaby@libero.it,sì,,31,7.0,14
NA1AFP5004,infanzia paritaria,Il Sentiero delle Favole,,San Gennaro Vesuviano,NA,"Via Poggiomarino, 80040 San Gennaro Vesuviano (NA)",327 606 0156,sentierodellefavole@libero.it,sì,,45,7.0,14
NA1ANL500T,infanzia paritaria,Il Sentiero delle Favole,,San Gennaro Vesuviano,NA,"Via Biagio Cozzolino 89, 80040 San Gennaro Vesuviano (NA)",391 462 9727,sentierodellefavole@libero.it,sì,,45,7.0,14
NA1A135007,infanzia paritaria,Mary Poppins,,San Gennaro Vesuviano,NA,"Via Nuova Saviano 167, 80040 San Gennaro Vesuviano (NA)",081 8656849,marypoppins2005@libero.it,sì,,43,7.0,14
SAAA8CL01G,infanzia statale,Sant'Alfonso Maria Fusco,IC 1 Opromolla-Sant'Alfonso,Angri,SA,"Via Adriana, 84012 Angri (SA)",081 940941,saic8cl00p@istruzione.it,sì,,224,7.5,14
SAEE8CL01R,primaria statale,Sant'Alfonso Maria Fusco,IC 1 Opromolla-Sant'Alfonso,Angri,SA,"Via Adriana, 84012 Angri (SA)",081 940941,saic8cl00p@istruzione.it,sì,,549,7.5,14
SAAA8CM01B,infanzia statale,Via Alighieri,IC 3 Galvani,Angri,SA,"Via Dante Alighieri 15, 84012 Angri (SA)",081 5134328,saic8cm00e@istruzione.it,sì,,55,7.5,14
SAAA8CM02C,infanzia statale,Via Nazionale,IC 3 Galvani,Angri,SA,"Via Nazionale, 84012 Angri (SA)",081 5131605,saic8cm00e@istruzione.it,sì,,55,7.5,14
SAEE8CM01L,primaria statale,Taverna,IC 3 Galvani,Angri,SA,"Via Nazionale, 84012 Angri (SA)",081 5138806,saic8cm00e@istruzione.it,sì,,155,7.5,14
SAEE8CM02N,primaria statale,Via Alighieri,IC 3 Galvani,Angri,SA,"Via D. Alighieri 15, 84012 Angri (SA)",081 5138806,saic8cm00e@istruzione.it,sì,,197,7.5,14
SAAA8BN01L,infanzia statale,Via Europa,IC Don Enrico Smaldone,Angri,SA,"Via Europa 1, 84012 Angri (SA)",081 5132129,saic8bn00q@istruzione.it,sì,http://www.icsmaldoneangri.edu.it,185,7.5,14
SAAA8BN02N,infanzia statale,Via Lazio,IC Don Enrico Smaldone,Angri,SA,"Via Lazio, 84012 Angri (SA)",081 940335,saic8bn00q@istruzione.it,sì,http://www.icsmaldoneangri.edu.it,57,7.5,14
SAEE8BN02V,primaria statale,Via Lazio,IC Don Enrico Smaldone,Angri,SA,"Via Lazio, 84012 Angri (SA)",081 5138806,saic8bn00q@istruzione.it,sì,https://www.icsmaldoneangri.edu.it,133,7.5,14
SAEE8BN01T,primaria statale,Via Leonardo da Vinci,IC Don Enrico Smaldone,Angri,SA,"Via Leonardo da Vinci, 84012 Angri (SA)",081 5132129,saic8bn00q@istruzione.it,sì,https://www.icsmaldoneangri.edu.it,398,7.5,14
SA1A02900D,infanzia paritaria,Alfonso Maria Fusco,,Angri,SA,"Via M. Caputo 17, 84012 Angri (SA)",081 3768737,s.battistine@libero.it,sì,,62,7.5,14
SA1A020003,infanzia paritaria,Casa del Padre,,Angri,SA,"Via Canonico Fusco 23, 84012 Angri (SA)",081 948421,allfonsomf@virgilio.it,sì,https://www.angricasadelpadre.it,24,7.5,14
SA1A0G5005,infanzia paritaria,Enjoy School,,Angri,SA,"Via Michelangelo Buonarroti 1, 84012 Angri (SA)",081 18658810,enjoyschoolangri@gmail.com,sì,,21,7.5,14
SA1A31500P,infanzia paritaria,Giovanni Paolo II,,Angri,SA,"Viale Europa, 84012 Angri (SA)",081 968310,solcoagro@gmail.com,sì,,15,7.5,14
SA1A20100B,infanzia paritaria,L'Accademia dei Piccoli,,Angri,SA,"Via Nazionale Condominio P. Co Ferraioli, 84012 Angri (SA)",081 961493,accademiapiccoli@libero.it,sì,,60,7.5,14
SA1AN85004,infanzia paritaria,L'Arcobaleno dei Sogni,,Angri,SA,"Via Nazionale 317/2, 84012 Angri (SA)",366 449 6460,danielachiavazzo@libero.it,no: indirizzo personale,https://www.larcobalenodeisogni.it,28,7.5,14
SA1A15700E,infanzia paritaria,La Casa dei Puffi,,Angri,SA,"Via Stabia 1, 84012 Angri (SA)",081 940908,asilocasadeipuffi@tiscali.it,sì,,19,7.5,14
SA1A190006,infanzia paritaria,Mondobaby,,Angri,SA,"Via Alveo Sant'Alfonso 3, 84012 Angri (SA)",338 808 8862,info@staffpadovano.191.it,sì,,16,7.5,14
SA1A03000N,infanzia paritaria,San Benedetto,,Angri,SA,"Via Ardinghi 83, 84012 Angri (SA)",081 948441,giuseppetedesco10@alice.it,no: indirizzo personale,,13,7.5,14
SA1A005001,infanzia paritaria,Santa Giuliana,,Angri,SA,"Via Risi 27, 84012 Angri (SA)",081 2132578,suorecompassioniste@inwind.it,sì,,22,7.5,14
SA1E01300T,primaria paritaria,Alfonso Maria Fusco,,Angri,SA,"Via M. Caputo, 84012 Angri (SA)",081 3768737,direzione@scuolabattistineangri.it,sì,https://scuolalfonsomariafusco.jimdofree.com,172,7.5,14
SA1E020001,primaria paritaria,Suore Compassioniste,,Angri,SA,"Via Risi 27, 84012 Angri (SA)",081 2132587,suorecompassioniste@inwind.it,sì,,80,7.5,14
SAAA8BW04G,infanzia statale,Cappella Vecchia,IC Amendola,Sarno,SA,"Via Pioppazze, 84087 Sarno (SA)",081 5136370,saic8bw00g@istruzione.it,sì,https://www.icamendolasarno.edu.it,141,7.6,12
SAAA8BW02D,infanzia statale,Lavorate,IC Amendola,Sarno,SA,"Via Lavorate, 84087 Sarno (SA)",081 950961,saic8bw00g@istruzione.it,sì,https://www.icamendolasarno.edu.it,82,7.6,12
SAAA8BW03E,infanzia statale,Serrazeta,IC Amendola,Sarno,SA,"Via Serrazeta, 84087 Sarno (SA)",081 944435,saic8bw00g@istruzione.it,sì,https://www.icamendolasarno.edu.it,37,7.6,12
SAAA8BW01C,infanzia statale,Via Ticino,IC Amendola,Sarno,SA,"Via Ticino, 84087 Sarno (SA)",081 943838,saic8bw00g@istruzione.it,sì,https://www.icamendolasarno.edu.it,38,7.6,12
SAEE8BW03Q,primaria statale,Cappella Vecchia,IC Amendola,Sarno,SA,"Via Pioppazze, 84087 Sarno (SA)",081 5136370,saic8bw00g@istruzione.it,sì,https://www.icamendolasarno.edu.it,192,7.6,12
SAEE8BW04R,primaria statale,Lavorate,IC Amendola,Sarno,SA,"Via Lavorate, 84087 Sarno (SA)",081 950961,saic8bw00g@istruzione.it,sì,https://www.icamendolasarno.edu.it,161,7.6,12
SAEE8BW02P,primaria statale,Serrazeta,IC Amendola,Sarno,SA,"Via Provinciale Nocera, 84087 Sarno (SA)",081 944435,saic8bw00g@istruzione.it,sì,https://www.icamendolasarno.edu.it,47,7.6,12
SAEE8BW01N,primaria statale,Ticino,IC Amendola,Sarno,SA,"Via Ticino, 84087 Sarno (SA)",081 943838,saic8bw00g@istruzione.it,sì,https://www.icamendolasarno.edu.it,72,7.6,12
SAAA8BX03A,infanzia statale,Episcopio,IC Antonio Esposito,Sarno,SA,"Via Casamonica, 84080 Sarno (SA)",081 5136346,saic8bx00b@istruzione.it,sì,https://www.icantonioespositosarno.edu.it,46,7.6,12
SAAA8BX04B,infanzia statale,Foce,IC Antonio Esposito,Sarno,SA,"Via Maria SS. della Foce, 84087 Sarno (SA)",081 965660,saic8bx00b@istruzione.it,sì,https://www.icantonioespositosarno.edu.it,23,7.6,12
SAAA8BX029,infanzia statale,Masseria della Corte,IC Antonio Esposito,Sarno,SA,"Via Sarno Striano, 84087 Sarno (SA)",081 966539,saic8bx00b@istruzione.it,sì,https://www.icantonioespositosarno.edu.it,48,7.6,12
SAAA8BX018,infanzia statale,Via Sodano,IC Antonio Esposito,Sarno,SA,"Via Sodano, 84087 Sarno (SA)",081 945610,saic8bx00b@istruzione.it,sì,https://www.icantonioespositosarno.edu.it,97,7.6,12
SAEE8BX01D,primaria statale,Borgo,IC Antonio Esposito,Sarno,SA,"Via Sarno Palma Traversa Campo Sportivo, 84087 Sarno (SA)",081 943020,saic8bx00b@istruzione.it,sì,https://www.icantonioespositosarno.edu.it,231,7.6,12
SAEE8BX03G,primaria statale,Episcopio,IC Antonio Esposito,Sarno,SA,"Via Casamonica, 84080 Sarno (SA)",081 5136346,saic8bx00b@istruzione.it,sì,https://www.icantonioespositosarno.edu.it,80,7.6,12
SAEE8BX04L,primaria statale,Foce,IC Antonio Esposito,Sarno,SA,"Via Foce, 84087 Sarno (SA)",081 965660,saic8bx00b@istruzione.it,sì,https://www.icantonioespositosarno.edu.it,58,7.6,12
SAEE8BX02E,primaria statale,Masseria della Corte,IC Antonio Esposito,Sarno,SA,"Via Sarno Striano, 84087 Sarno (SA)",081 966539,saic8bx00b@istruzione.it,sì,https://www.icantonioespositosarno.edu.it,87,7.6,12
SAAA8BB015,infanzia statale,Prolungamento Matteotti,IC De Amicis-Baccelli,Sarno,SA,"Via Roma 4, 84087 Sarno (SA)",081 966543,saic8bb008@istruzione.it,sì,https://www.icdeamicisbaccelli.edu.it,128,7.6,12
SAEE8BB01A,primaria statale,Edmondo De Amicis,IC De Amicis-Baccelli,Sarno,SA,"Via G. Amendola, 84087 Sarno (SA)",081 943053,saic8bb008@istruzione.it,sì,https://www.icdeamicisbaccelli.edu.it,107,7.6,12
SAEE8BB02B,primaria statale,Via Laudisio,IC De Amicis-Baccelli,Sarno,SA,"Via Lanzara, 84087 Sarno (SA)",081 941430,saic8bb008@istruzione.it,sì,https://www.icdeamicisbaccelli.edu.it,147,7.6,12
SAEE8BB03C,primaria statale,Via Matteotti,IC De Amicis-Baccelli,Sarno,SA,"Via Roma 4, 84087 Sarno (SA)",081 943053,saic8bb008@istruzione.it,sì,https://www.icdeamicisbaccelli.edu.it,164,7.6,12
